"RESPNUM","CCGID","RUNID","AREA","DAY","DATE","METH","Q1","Q2A","Q2B","Q2C","Q2D","Q2E","Q2F","Q2G","Q2H","Q2I","Q2J","Q2K","Q2L","Q3","Q4_1","Q4_2","Q4_3","Q5","Q6","Q7","Q8","Q8COUNTRY","Q9","Q10","LANG","Q3A_VERBATIM","Q3A1","Q3A2","Q3A3"
"1,297","135","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","3","1","3","3","3",,,"3","1","5","3",,"4","1","1","WALKING WITH BARE FEET, WITH BAD GUM STUCK ON THE CARPET, ETC. VERY POOR AND WAS SCARED DUE TO [LACK OF] CLEANLINESS!","9",,
"1,298","136","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","2","2","4","2","6","1","1","1","2","1",,,"4","1","1","3",,"4","1","1","NO ROOM TO REORGANIZE, MISSED ALL SIGNS FOR PRE-CHECK AND WENT THROUGH REGULAR LINE, FILTHY FLOORS WHERE WE HAD SHOES OFF.","5","7","9"
"1,299","137","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","2","2","3","2","2","4","4","5","4","4","3","1",,,"4","2","4","1",,"2","2","1","STAFF AT SCREENING NOT VERY HELPFUL. LINES FOR SCREENING WEREN'T CLEARLY DEFINED.","6","7","15"
"1,300","138","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","4","2","3","2","3","3","2","3","1","3","1",,,"3","1","1","4","UNITED KINGDOM","4","1","1","AVERAGE. SCANNER WOULD HELP – ONE THAT ALLOWS YOU TO LEAVE LIQUIDS AND COMPUTER EQUIPMENT IN YOUR BAGS (AS USED AT SOME OTHER AIRPORTS).","16","18",
"1,301","139","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","4","4","5","5","5","4","4","4","5","1",,,"5","1","1","4","TRINIDAD","3","1","1","QUICK AND EASY.","3",,
"1,302","140","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","4","6","4","3","5","5","1",,,"5","1","1","3",,"2","1","1","GOING THROUGH SECURITY WAS SMOOTH. STAFF IS POLITE.","3","2",
"1,303","141","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","3","4","2","3","4","6","3","4","2","3","1",,,"3","2","4","1",,"2","2","1","CAN'T HEAR MUSIC. PROCESS IS SLOW. NOT ENOUGH SPACE/SEATING TO REPACK AFTER PROCESS.","12","8","5"
"1,304","142","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","6","3","4","6","4","1",,,"5","0","1","3",,"4","2","1",,"0",,
"1,305","143","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","3","4","3","3","5","6","3","3","4","4","1",,,"4","2","1","3",,"5","0","1","LAYOUT WASN'T THE BEST, STAFF WAS NICE.","4","2",
"1,306","144","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","4","5","4","4","5","2",,,"5","2","1","3",,"4","2","1","TSA PRE-CHECK WORKS WELL.","20",,
"1,307","145","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","2",,,"5","2","1","3",,"5","1","1","CHECKPOINT WAS FAST AND EFFICIENT. TSA AGENTS FRIENDLY.","3","2",
"1,308","146","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","4","5","5","5","5","5","5","6","6","4","4","4","2",,,"5","1","3","3",,"4","2","1",,"0",,
"1,309","147","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","3","4","4","4","4","4","4","1","2",,"5","2","2","3",,"2","2","1","SECURITY IS GOOD. JUST KEEP UP THE GOOD WORK AND OF COURSE THERE IS ALWAYS ROOM FOR IMPROVEMENT.","1",,
"1,310","148","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","3","4","4","5","5","4","4","5","5","5","5","4","1",,,"5","1","1","4","PUERTO RICO","2","1","1","GOOD ORGANIZATION AMONG THE PERSONNEL (STAFF).","3","2",
"1,311","149","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","5","5","0","0","3","0","0","4","0","0","4","2",,,"0","1","1","3",,"5","1","1",,"0",,
"1,312","150","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","3","4","6","5","5","4","5","2",,,"5","1","2","3",,"4","1","1","IT'S NORMAL COMPARED TO OTHER SECURITY. IT NEEDS MORE THAN ONE TSA CHECKING ID AT PRECHECK.","16","17",
"1,313","151","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","4","4","5","3","3","3","4","6","4","4","4","4","2",,,"4","1","3","3",,"4","1","1",,"0",,
"1,314","152","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","6","4","5","5","5","5","4","6","4","5","5","5","4",,,"5","1","4","3",,"3","1","1",,"0",,
"1,315","153","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","5","5","2","4","4","3","6","6","3","3","3","3","1",,,"5","1","1","3",,"3","1","1","IT'S AS GOOD AS IT CAN BE.","16",,
"1,316","154","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","1","1","3",,"3","2","1",,"0",,
"1,317","155","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","3","4","2","4","4","4","3","3","5","5","5","4","7",,,"0","0","0","0",,"0","0","1","PRETTY ORGANIZED, BUT THE LINES WAITING TO PUT BAGGAGE THROUGH SECURITY WAS SLOW.","3","8",
"1,318","46","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","4","4","3","4","4","4","4","5","4","1",,,"5","1","1","3",,"3","1","1","QUICK, EASY, FRIENDLY.","2","3",
"1,319","47","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","1","3","3","5","5","5","5","3","3","4","4","3","2",,,"3","1","5","3",,"3","1","1","PODIUM STAFF RUDE, ALMOST TYPICALLY RUDE. OTHER STAFF ARE GOOD.","6","2",
"1,320","48","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","3","3","3","2","2","6","3","3","2","3","2",,,"3","2","2","3",,"5","1","1","THEY CONFISCATED A NEW/SEALED BOTTLE OF MY WINE.","7",,
"1,321","49","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","3","3","4","3","4","4","6","4","3","4","4","1",,,"5","1","1","3",,"4","1","1",,"0",,
"1,322","50","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","3","1",,"2","1","1","GOOD EXPERIENCE.","1",,
"1,323","51","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","4","4","4","4","4","4","3","3","3","4","3","4","2",,,"5","2","4","1",,"2","2","1","QUICK SECURITY CHECK WITHOUT ANY HASSLES. PROBABLY COULD OPEN UP MORE CHECKPOINTS DURING RUSH HOURS.","3",,
"1,324","52","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","4","3","3","4","4","6","5","3","5","4","1",,,"5","2","4","1",,"2","1","1","ONE PASSENGER CONFUSED AND TRIED TO GO THROUGH ""CREW"" LINE.","7",,
"1,325","53","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","2","4",,"3","2","6","1",,"2","1","1","CLEAR AT THIS TERMINAL AND PRE-CHECK MEANT I SPENT ABOUT 3 MINUTES IN LINE/SCREENING.","20",,
"1,326","54","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","4","4","6","4","3","3","4","1",,,"5","1","3","4","MALAYSIA","2","2","1",,"0",,
"1,327","55","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","4","5","6","4","3","4","5","1",,,"5","1","1","4","MALAYSIA","3","1","1",,"0",,
"1,328","56","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","2","5","1",,"2","1","1","PRE-CHECK!","20",,
"1,329","57","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","2",,,"5","2","4","1",,"2","2","1","EASY LINES, BUT BEFORE 8 AM TSA NEEDS TO BE OPEN!","3",,
"1,332","58","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","5","5","5","5","5","4","6","4","3","3","4","4",,,"5","1","4","3",,"3","2","1","I USE CLEAR SO THAT SHAPES MY EXPERIENCE.","20",,
"1,333","59","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","3","5","5","5","2",,,"5","1","1","3",,"4","2","1","2J -- BIN WOULD HAVE BEEN NICE TO PUT MY PURSE IN WHEN ON THE CONVEYOR BELT.","5",,
"1,334","60","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","3","6","0","6","5","3","6","6","4","6","4","4","1",,,"3","2","6","1",,"4","2","1",,"0",,
"1,335","61","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","4","5","5","4","4","5","4","6","5","5","5","5","2",,,"5","1","3","3",,"4","1","1","VERY QUICK, EFFICIENT, AND THOROUGH.","3",,
"1,336","62","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","3","4","4","4","4","5","4","5","4","5","4","4","2",,,"4","2","1","3",,"4","1","1",,"0",,
"1,337","63","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","2",,,"5","3","3","3",,"5","2","1","TSA PRE-CHECK MADE IT MUCH EASIER OF COURSE. I HAD CLEAR BUT CANCELED THE SERVICE, FINDING IT UNNECESSARY.","20",,
"1,338","64","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","3","3","4","5","4","6","4","6","6","4","2",,,"5","1","5","3",,"4","2","1","FAST, EFFICIENT.","3",,
"1,339","65","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","3","4","5","5","5","5","6","6","4","2","3","4","2",,,"5","1","1","3",,"3","2","1","THERE WAS SOME TRASH.","9",,
"1,340","66","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","3","3",,"2","1","1","SMOOTH AND EFFICIENT DESPITE HOW BUSY IT WAS.","3",,
"1,341","67","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","0","5","5","5","5","5","4","5","3","5","1",,,"5","2","3","1",,"2","1","1","SECURITY LINE WAS QUICK AND FAIRLY HASSLE-FREE.","3",,
"1,342","68","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","3","6","4","3","4","3","1",,,"4","2","3","3",,"2","2","1","IT SEEMS TO ME THE TERMINAL 3 CHECKPOINT IS MORE EFFICIENT.","4",,
"1,343","69","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","3","4","4","4","4","4","6","5","5","5","4","1","2",,"5","2","3","1",,"5","2","1","I WAS DIRECTED TO REGULAR CHECK-IN WHILE MY MOTHER WENT THRU TSA PRE-CHECK. AS I GOT IN THE LINE I WAS TOLD I SHOULD HAVE BEEN TSA PRE-CHECK.","7","15",
"1,344","70","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","5","3","5","4","6","4","4","4","4","2",,,"5","1","6","3",,"3","1","1",,"0",,
"1,345","71","2V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","3","4","6","3","3","3","4","2",,,"4","1","5","3",,"3","1","1","LONGER LINE FOR PRE-CHECK THAN USUAL","8",,
"1,346","1","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","4","5","5","5","5","5","5","1",,,"5","2","1","4","TAIWAN","2","2","1",,"0",,
"1,347","2","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","5","5","5","4","4","4","4","4","3","2","3","3","7",,,"0","0","0","0",,"0","0","1","NOT SO ORGANIZED.","4",,
"1,348","3","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","3","5","5","5","5","4","6","3","4","4","5","2",,,"4","2","4","1",,"2","2","1",,"0",,
"1,349","4","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","4","5","5","5","5","4",,,"5","2","5","1",,"2","1","1","EFFICIENT AND QUICK.","3",,
"1,350","5","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","4",,,"5","2","6","1",,"4","1","1",,"0",,
"1,351","6","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","4","5","2",,,"5","2","4","1",,"2","1","1","TSA PRE-CHECK HELPS THE PROCESS.","20",,
"1,352","7","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","3","4","4","5","3","3","3","3","4","4","5","4","2",,,"5","1","1","3",,"4","2","1","REPACKING AREA AND LARGE NUMBER OF SEATING OPTIONS.","3",,
"1,353","8","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","2","3","2","2","2","2","2","2","2","4","4","4","1","1",,,"5","2","5","1",,"4","2","1","TAKING LIQUIDS THAT ARE NOT HAZARDOUS.","4",,
"1,354","9","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","4","5","5","3","6","3","3","3","4","2",,,"3","2","4","3",,"5","2","1","NO LINES, NICE PEOPLE, NOT CROWDED.","2","3",
"1,355","10","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","1","3","4","3","4","1",,,"5","2","3","1",,"2","2","1","NEED MORE TIME TO GRAB LUGGAGE AFTER SCREENING IS DONE.","5",,
"1,356","11","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","5","5","4","4","3","5","4","6","5","5","4","4","2",,,"4","2","4","1",,"1","1","1","I TRAVEL FREQUENTLY AND AM QUITE CONFIDENT IN THE SECURITY.","1",,
"1,357","12","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","3","4","3","3","3","3","6","3","4","3","3","4",,,"5","1","1","3",,"4","1","1","UNDERSTAFFED FOR VOLUME OF PASSENGERS. SIGNAGE DOESN'T ""POP."" SCREENING STAFF JUST STOOD THERE, NOT PROACTIVE OR INTERACTIVE IN ANY WAY (PERSONNEL PRE X-RAY). THOSE WERE PROACTIVE (X-RAY, BOARDING PASS CHECK) WERE VERY PROFESSIONAL.","17","7","6"
"1,358","13","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","5","4","4","4","4","6","5","5","4","4","2",,,"3","1","4","3",,"4","1","1",,"0",,
"1,359","14","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","4","5","1",,,"5","1","5","3",,"4","1","1","LINE WAS SHORT AND MOVED QUICKLY.","3",,
"1,360","15","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","2","6","6","4","4","4","4","6","2","4","4","4","1",,,"5","1","1","3",,"3","2","1","FAIRLY QUICK AND EVERYONE WAS FRIENDLY EXCEPT FOR TSA AT PODIUM CHECKING ID -- NOT RUDE, JUST NOT FRIENDLY.","3","2","6"
"1,361","16","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","3","5","5","6","4","4","4","3","5","2",,,"5","1","2","3",,"4","1","1","TSA PRE-CHECK!","20",,
"1,362","17","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","5","5","5","4","4","3","4","4","4","5","2",,,"5","2","1","3",,"5","2","1","USED TSA PRE-CHECK – SHORT LINE (EXCEPT WHEN THEY LET A LOT OF CLEAR PASSENGERS GO AHEAD).","20",,
"1,363","18","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","4","5","4","4","1",,,"3","2","1","1",,"2","1","1","CLEANLINESS.","1",,
"1,364","19","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","2","3","0","0","5","0","5","5","5","5","5","2",,,"5","2","1","3",,"4","2","1","AFTER WALKING THROUGH METAL DETECTOR, MY HUSBAND DIDN'T PUSH BAGS ENOUGH, AND THE GUARD ROLLED [HIS/HER] EYES AND SHOOK [HIS/HER] HEAD. UNCALLED FOR.","6",,
"1,365","20","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","4","4","4","5","0","4","4","5","5","1",,,"5","1","2","3",,"4","1","1","PERSONNEL WERE COURTEOUS AND HELPFUL, AND IT ONLY TOOK 20 MINUTES.","2","3",
"1,366","21","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","5","5","5","4","6","4","3","4","4","2",,,"5","2","4","1",,"3","2","1","IN GENERAL EVERYTHING WAS FINE, BUT NOT PARTICULARLY EXCEPTIONAL.","16",,
"1,367","22","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","3","5","5","5","3","6","3","4","1",,,"4","1","2","3",,"2","1","1","WAS QUICK, THROUGH AND THROUGH.","3",,
"1,368","23","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","4","4","5","1",,,"5","1","1","3",,"4","2","1","PEOPLE WORKING WERE KIND AND MOVED THE LINES ALONG.","2","3",
"1,369","24","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","6","5","4","4","3","6","6","4","4","4","4","2",,,"5","2","2","3",,"4","2","1","THE AREA WAS EFFICIENT AND SERVICEABLE. SECURITY STAFF HAD A LOW LEVEL OF INTERACTION WITH ME AS A PASSENGER AND SEEMED BORED WITH THEIR JOBS.","3","6",
"1,370","25","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","4","5","6","5","5","5","5","1",,,"5","2","1","3",,"3","2","1",,"0",,
"1,371","26","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","4","5","5","4","5","5","5","1",,,"5","2","2","3",,"2","2","1","FAST AND FRIENDLY PEOPLE.","3","2",
"1,372","27","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","4","1",,"2","1","1","EVERYTHING IS FAST AND SMOOTH.","3",,
"1,373","28","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","5","5","5","5","5","5","5","5","5","5","4",,,"5","1","6","3",,"4","1","1","FAST, EFFICIENT.","3",,
"1,374","29","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","3","3","5","5","6","3","3","4","4","2",,,"5","2","5","1",,"3","2","1","I HAVE TSA PRE-CHECK THERE WAS NO LINE TODAY.","20",,
"1,375","30","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","3","3","6","3","3","3","4","1",,,"3","1","3","3",,"4","1","1",,"0",,
"1,376","31","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","4","4","4","4","6","4","5","4","5","1",,,"4","1","3","3",,"2","1","1","FAST, EFFICIENT, AND THOROUGH.","3",,
"1,377","32","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","2","3","3","2","3","4","4","6","2","3","4","3","1",,,"4","2","1","4","UNITED KINGDOM","4","1","1",,"0",,
"1,378","33","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","3","4","4","5","4","3","3","4","3","4","2",,,"5","2","4","2",,"3","1","1","TSA PRE MAKES IT SO EASY.","20",,
"1,379","34","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","2","3","5","4","4","5","5","4","4","4","4","4","2",,,"5","1","2","3",,"2","2","1","IT WAS VERY FAST BUT THE STAFF WAS VERY DISINTERESTED.","3","6",
"1,380","35","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","4","5","5","5","5","5","0","5","4","5","5","1",,,"5","2","6","1",,"2","2","1",,"0",,
"1,381","36","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","3","4","5","4","4","5","3","6","1","5","1","4","1",,,"4","2","4","1",,"2","2","1","EVERYONE WAS HELPFUL AND REALLY KIND! THERE WASN’T REALLY ENOUGH SPACE, THOUGH, IN THE AREA, WHICH WHY I GAVE IT A “1”.","2","5",
"1,382","37","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","3","2","3","3","2","1","1","1","1","3","1",,,"3","1","1","3",,"4","2","1","IT WAS AVERAGE COMPARED TO HOME AIRPORT. POOR QUEUEING. NO STATION GUIDANCE PAST TSA CHECK TO BAG SCREENING. CARPETED FLOOR VERY DIRTY. SIGNAGE AND MUSIC NOT NOTICED.","16","7","9"
"1,384","38","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","2","2","3","4","4","3","3","6","6","3","4","3","3","1",,,"5","1","1","4","IRELAND","2","1","1","HAD BOTH BETTER AND WORSE EXPERIENCES.","16",,
"1,385","39","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","5","5","4","4","4","4","4","4","4","3",,,"5","1","3","4","INDIA","3","1","1","CLEAN AND RELATIVELY QUICK.","3",,
"1,386","40","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","4","4","5","5","5","5","5","5","4","4","4","5","2",,,"3","1","4","3",,"2","2","1","QUICK, EFFICIENT. CHECKPOINT EASY TO FIND.","3",,
"1,387","41","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","4","4","4","4","5","5","4","5","5","5","1",,,"5","1","1","3",,"3","1","1","EVERYONE WAS FRIENDLY AND PROFESSIONAL.","2",,
"1,388","42","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","3","4","5","5","5","4","5","1",,,"5","2","2","3",,"2","1","1","IT WAS SMOOTH","3",,
"1,389","43","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","4","4","4","4","4","5","5","5","5","6","5","5","2",,,"5","2","3","3",,"2","2","1","VERY EFFICIENT AND WELL LIT.","3",,
"1,391","44","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","3","5","5","5","3","4","4","6","3","4","5","4","1",,,"5","1","1","3",,"3","1","1",,"0",,
"1,392","45","1V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","1","3","3",,"3","2","1","I HAVE TSA PRE-CHECK.","20",,
