"RESPNUM","CCGID","RUNID","AREA","DAY","DATE","METH","Q1","Q2A","Q2B","Q2C","Q2D","Q2E","Q2F","Q2G","Q2H","Q2I","Q2J","Q2K","Q2L","Q3","Q4_1","Q4_2","Q4_3","Q5","Q6","Q7","Q8","Q8COUNTRY","Q9","Q10","LANG","Q3A_VERBATIM","Q3A1","Q3A2","Q3A3"
"1,181","233","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","5","4","6","5","5","5","5","4",,,"5","2","1","3",,"5","2","1","OBVIOUS.","16",,
"1,182","234","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","6","4","4","4","4","1","2",,"5","2","2","3",,"4","1","1","THERE WERE NO LONG DELAYS TODAY AS IT RELATED TO SECURITY CLEARANCE.","3",,
"1,183","235","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","6","6","5","0","6","5","5","5","5","8",,,"5","2","1","3",,"5","2","1","I WAS IN A WHEELCHAIR AND TREATED KINDLY.","2",,
"1,184","236","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","3","3","5","6","5","5","5","4","1",,,"5","2","3","1",,"5","1","1",,"0",,
"1,185","237","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","4","4","4","5","5","5","5","1",,,"5","2","1","3",,"4","2","1",,"0",,
"1,186","238","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","6","4","4","4","4","3","5","4","6","4","4","4","4","2",,,"3","1","6","1",,"3","1","1","TSA PRE-CHECK IS AN EFFICIENT PROCESS. GOOD TO SEE DIFFERENT PROCESSES BEING TRIALED FOR ECONOMY (DOGS, ETC.).","20","10",
"1,187","239","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","3","3","2","3","5","3","5","5","6","5","5","3","3","4",,,"4","1","4","1",,"2","1","1","CONFUSION ABOUT WHAT TO DO WITH OUR ELECTRONIC EQUIPMENT AND LIQUIDS. WHAT DO WE TAKE OUT? NOBODY WAS THERE TO ASK.","7",,
"1,188","240","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","3","3","3","4","4","4","4","5","6","5","5","5","4","2",,,"5","1","4","3",,"4","1","1","SMOOTH SAILING, NO ISSUES. THE LINE WASN'T VERY LONG -- PROBABLY DUE TO THE TIME OF DAY.","3",,
"1,189","241","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","4","5","4","5","5","1",,,"5","1","3","1",,"3","2","1","FAST, EFFICIENT, NO HASSLE, AND DIDN'T NEED TO REMOVE SHOES.","3",,
"1,190","242","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","2",,,"5","2","3","3",,"5","1","1","TSA PRE-CHECK WAS EXCELLENT, SHORT LINE, EFFICIENT.","20",,
"1,191","243","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","2","2","3",,"5","1","1","I HAVE TSA PRE-CHECK, SO WENT THROUGH IN TWO MINUTES.","20",,
"1,192","244","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","3","3","3","3","3","3","3","3","6","3","3","3","3","2",,,"5","2","4","1",,"5","1","1",,"0",,
"1,193","245","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","4","4","4","4","4","4","3","3","3","3","4","3","4","7",,,"0","0","0","0",,"0","0","1","TOOK 20 MINUTES TO GET THROUGH SECURITY CHECKPOINT.","8",,
"1,194","246","2W","D","TUE","2019 Oct 01 12:00:00 AM","1","1","4","4","4","4","5","4","4","5","5","4","4","4","4","1",,,"4","2","1","4","AUSTRALIA","4","1","1","TRANSITION WAS SMOOTH AND TIMELY.","3",,
"1,195","156","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","3","2","4","4","4","4","6","4","5","4","4","1",,,"5","2","2","3",,"5","1","1","FRUSTRATIONS WITH ONE SET OF INSTRUCTIONS EMPTYING POCKETS, AND A SECOND SET AFTER GOING THROUGH MACHINE.","7",,
"1,196","157","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","2","2","1",,"2","2","1","QUICK AND EFFICIENT (TSA PRE LINE).","20",,
"1,197","158","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","3","4","4","4","4","4","3","4","4","3","4","2",,,"5","2","4","2",,"2","1","1",,"0",,
"1,198","159","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","4","4","3","3","4","4","3","3","3","3","1",,,"5","2","4","1",,"2","2","1","PRETTY AVERAGE. A BIT OF WAITING, ONE OF MY TRAYS WAS DIRTY.","16","9",
"1,199","160","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","6","5","5","6","6","5","5","5","4","2",,,"5","2","4","1",,"2","2","1","WE WENT THROUGH TSA, WHICH WAS GREAT, BUT THE REGULAR LINE WAS VERY LONG WHILE TSA WAS EMPTY. IT COULD BE USED TO HELP NORMAL LINES DECREASE IF THERE'S NO ONE IN THE TSA LINE.","20","4",
"1,200","161","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","6","5","5","5","6","5","5","5","5","2",,,"5","2","4","1",,"2","1","1","WENT THROUGH TSA PRE-CHECK -- NO LINE.","20",,
"1,201","162","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","3","5","4","3","4","6","3","3","3","3","1",,,"4","2","2","3",,"2","2","1","OVERALL, IT WAS A PRETTY GOOD EXPERIENCE, BUT THE LINE TO GO THROUGH SECURITY DID TAKE A LITTLE LONG, AND SO DID THE REPACKING AREA.","8",,
"1,202","163","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","4","4","6","3","4","3","4","1",,,"5","2","3","1",,"4","1","1","IT'S GOOD BUT TERMINAL 3 IS NICER.","16",,
"1,203","164","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","2","4","3","2","4","6","4","3","3","3","1",,,"5","2","4","1",,"4","1","1","TOOK TOO LONG. LIMITED SPACE TO SIT AND REPACK/DRESS.","8","5",
"1,204","165","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","4","4","4","3","4","3","3","2","3","2","4","3",,,"5","2","2","3",,"2","2","1",,"0",,
"1,205","166","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","3","4","2","2","4","3","3","3","4","4","4","3",,,"5","1","6","3",,"2","1","1","AS EXPECTED.","16",,
"1,206","167","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","3","3","3","4","3","4","4","4","4","4","4","4","2",,,"4","2","4","1",,"2","1","1",,"0",,
"1,207","168","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","4","5","6","6","4","4","3","4","1",,,"5","2","2","1",,"2","1","1","EVERYONE WAS REALLY NICE AND HELPFUL.","2",,
"1,208","169","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","4","5","4","5","1",,,"5","2","2","1",,"2","2","1","SUPER NICE STAFF, VERY HELPFUL.","2",,
"1,209","170","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"4","2","3","1",,"2","2","1",,"0",,
"1,210","171","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","4","5","1",,,"5","2","4","1",,"2","1","1","PEOPLE WERE KIND, AND I GOT THROUGH QUICKLY.","2","3",
"1,211","172","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","7",,,"0","0","0","0",,"0","0","1","ALL GREAT! GIRL WORKING CHECKPOINT 9/30 AT 8:15 PM WAS GREAT!","2",,
"1,212","173","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","2","3","3","4","0","0","2","3","0","2","3","0","2","1",,,"5","2","4","1",,"2","1","1","IN NEED OF SYSTEMIC AND EXPERIENTIAL REDESIGN! MISSED OPPORTUNITIES FOR JOY, EMPATHY, EFFICIENCY, FUNCTIONALITY, AND MOOD.","4",,
"1,213","174","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","2","3","1",,"2","2","1","QUICK, CLEAN, NICE.","3",,
"1,214","175","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","5","3","4","5","4","2","3","6","3","3","2","3","1",,,"5","2","4","1",,"2","2","1",,"0",,
"1,215","176","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","1","4","4","4","3","4","6",,,"5","2","1","4","ISRAEL","2","1","1",,"0",,
"1,216","177","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","2","5","3","3","4","4","4","4","4","4","4","4","4","1",,,"5","2","1","1",,"4","2","1",,"0",,
"1,217","178","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","3","4","4","4","4",,,"5","2","2","4","UNITED KINGDOM","2","2","1",,"0",,
"1,218","179","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","3","3","6","2","2","4","6","4","4","3","3","1",,,"5","2","4","1",,"2","1","1","AVERAGE.","16",,
"1,219","180","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","4","5","3","4","4","6","2","5","3","3","1",,,"3","2","3","1",,"2","1","1",,"0",,
"1,220","181","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","5","4","5","5","5","5","5","4","5","7",,,"0","0","0","0",,"0","0","1","TSA PRE-CHECK.","20",,
"1,221","182","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","6","4","5","2",,,"5","1","4","3",,"3","2","1","I'M TSA PRE-CHECK AND THERE WAS NO WAIT TONIGHT. EVERYONE WAS KIND AND POLITE. I DIDN'T NOTICE ANY ANNOYANCES.","20","2",
"1,222","183","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","4","5","4","4","4","5","3","4","4","1",,,"4","2","1","3",,"4","2","1",,"0",,
"1,223","184","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","7",,,"0","0","0","0",,"0","0","1","SMOOTH AND EASY PROCESS.","3",,
"1,224","185","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","5","4","5","6","4","4","4","4","3","4","5","4","7",,,"0","0","0","0",,"0","0","1",,"0",,
"1,225","186","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","0","0","5","0","0","5","5","5","5","1",,,"5","2","2","2",,"4","1","1","THEY TOLD ME GENERALLY NO SODA.","7",,
"1,226","187","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","2","4","1",,"2","2","1","TSA PRE-CHECK.","20",,
"1,227","188","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","4","4","5","5","5","5","5","4","4","4","4","1",,,"4","2","4","1",,"2","1","1","STAFF SEEMED TO CHECK BAGGAGE SCREENING CLOSELY.","2",,
"1,228","189","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","2","3","5","2","5","5","4","3","4","4","4","2",,,"5","2","3","3",,"2","2","1","NOT GREAT, BUT NOT BAD.","16",,
"1,229","190","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","4","4","4","5","5","5","3","1",,,"5","2","2","1",,"2","2","1",,"0",,
"1,230","191","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","3","4","6","4","4","3","4","1",,,"4","2","1","3",,"3","2","1","LONG LINE AND NOT MUCH SEATING/ROOM TO PUT SHOES ON AND REASSEMBLE AFTER SECURITY.","8","5",
"1,231","192","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","3","5","5","4","4","4","4","1",,,"3","1","1","3",,"2","2","1",,"0",,
"1,232","193","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","5","5","3","2","3","2","3","6","2","2","3","3","1",,,"3","1","5","3",,"2","2","1","LONG WAIT, DIRTY FLOORS, INEFFICIENT LINES.","8","9","4"
"1,233","194","5V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","4","4","0","4","2","3","5","3","4","5","4","1",,,"5","2","1","4","BRAZIL","2","2","1",,"0",,
"1,234","72","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","3","3","4","3","1","3","3","3","2","5","4","1","4",,"5","2","3","1",,"3","1","1","MOST THINGS ARE FINE!","16",,
"1,235","73","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","5","1",,"3","2","1",,"0",,
"1,236","74","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","0","4","4","4","4","1",,,"5","2","4","1",,"2","2","1","WENT SMOOTHLY, DIDN'T HAVE ANY ISSUES. FRIENDLY STAFF.","3","2",
"1,237","75","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","4","4","3","4","2","3","3","5","4","4","4","6",,,"4","1","1","4","MALAYSIA","2","1","1","THE PERSON AT SECURITY PRE-SCREENING EXPLAINED VERY WELL -- FOR EXAMPLE, LAPTOP TAKE OUT, JACKET, ETC., AND SHE WAS VERY POLITE.","2",,
"1,238","76","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","5","5","4","4","4","3","3","2","3","4","4","4","7",,,"0","0","0","0",,"0","0","1","WAITING TIME REASONABLY HIGH DURING PEAK HOURS OF TRAVEL.","8",,
"1,239","77","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","5","5","5","5","2","4",,"5","1","6","3",,"5","2","1","ALASKA TERMINAL 2 IS A WELL RUN SECURITY CHECK.","3",,
"1,240","78","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","2","4","4","2","4","3","1","2","6","2","2","1","2","1",,,"3","2","3","1",,"4","1","1",,"0",,
"1,241","79","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","3",,,"5","2","3","1",,"2","1","1","GOOD OVERALL.","1",,
"1,242","80","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","4","6","5","4","5","5","1",,,"5","2","3","1",,"3","2","1","I FOUND THE SECURITY PROCESS TO BE SEAMLESS, QUICK, AND EFFICIENT. APPRECIATE THE ORGANIZATION.","3",,
"1,243","81","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","7",,,"0","0","0","0",,"0","0","1","QUICK AND EFFICIENT.","3",,
"1,244","82","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","6","4","5","4","3","4","6","3","2","6","4","1",,,"5","2","4","1",,"4","2","1","PRETTY GOOD OVERALL -- NO COMPLAINTS. THE TRASH ON THE FLOOR ARE FROM PASSENGERS DROPPING PAPERS/CANDY WRAPPERS.","16","9","13"
"1,245","83","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","4","4","3","4","4","3","3","3","4","3","7",,,"0","0","0","0",,"0","0","1","NO INTERRUPTIONS, NOT A LONG WAIT TIME, FAIRLY SMOOTH PROCESS.","3",,
"1,246","84","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","2","5","1",,"2","2","1",,"0",,
"1,247","85","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","5","5","4","6","2","3","5","6","4","3","4","4","1",,,"4","2","4","1",,"2","1","1","WENT SMOOTHLY AS I EXPECTED.","3",,
"1,248","86","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","4","6","4","5","5","5","5","6","5","5","6","5","1",,,"5","2","4","1",,"3","1","1",,"0",,
"1,249","87","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","4","4","4","5","5","4","6","5","3","4","4","2",,,"5","2","4","1",,"2","2","1",,"0",,
"1,250","88","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","4","5","5","4","5","6","5","5","5","5","2",,,"5","2","4","1",,"4","1","1",,"0",,
"1,251","89","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","2","4","4","4","3","5","5","4","4","4","4","1",,,"5","2","1","1",,"4","2","1","I GOT PULLED OUT FOR A PAT DOWN BECAUSE NO ONE TOLD ME TO EMPTY MY POCKETS.","7",,
"1,252","90","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","4","4","3","3","4","4","4","4","4","4","4","1",,,"5","2","3","1",,"4","1","1","HELPFUL, ORGANIZED.","1",,
"1,253","91","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","4","4","4","4","4","4","1",,,"4","1","4","3",,"3","2","1",,"0",,
"1,254","92","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","4","1",,"4","2","1","LINE WASN'T TOO BAD.","16",,
"1,255","93","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","4","2",,,"3","2","6","1",,"3","1","1",,"0",,
"1,256","94","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","4","4","5","5","5","5","5","1",,,"5","2","2","1",,"4","2","1","EVERYBODY I ENCOUNTERED WAS FRIENDLY AND UPBEAT.","2",,
"1,257","95","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","4","5","5","5","4","6","5","4","4","4","1",,,"5","2","3","1",,"2","2","1",,"0",,
"1,258","96","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","3","4","4","4","4","3","3","4","3","3","3","1",,,"5","2","2","3",,"3","1","1","WOULD HAVE RATED A 4. ONE AREA OF FEEDBACK IS THE ENTRY STAFF AND SECURITY SCAN NEED TO WATCH THEIR PROFESSIONAL TONE TOWARD ONE ANOTHER.","6",,
"1,259","97","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","4","5","5","5","5","5","6","6","5","5","5","5","2",,,"5","2","4","1",,"2","1","1",,"0",,
"1,260","98","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","3","4","5","4","6","3","4","4","4","1",,,"5","1","2","3",,"2","1","1","VERY QUICK AND EFFICIENT.","3",,
"1,261","99","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","5","4","4","4","4","4","7",,,"0","0","0","0",,"0","0","1",,"0",,
"1,262","100","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","1",,,"5","1","2","3",,"2","1","1","NORMAL SECURITY CHECK.","16",,
"1,263","101","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","3","3","2","2","4","5","4","7",,,"0","0","0","0",,"0","0","1","PRETTY SMOOTH PROCESS; WAS ABLE TO GET THROUGH RELATIVELY QUICKLY DESPITE THE LINE.","3",,
"1,264","102","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","3","3","3","3","3","2","2","4","4","7",,,"0","0","0","0",,"0","0","1","IT'S DECENT COMPARED TO MY HOMELAND OF INDIA.","1",,
"1,265","103","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","3","3","3","3","3","5","4","6","3","4","4","4","1",,,"4","1","4","3",,"2","1","1","QUICK SECURITY CHECKS.","3",,
"1,266","104","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","6","5","6","6","6","5","5","3","5","4",,,"5","1","3","3",,"2","1","1",,"0",,
"1,267","105","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","4","4","5","5","5","5","5","6","5","5","5","5","2",,,"5","1","1","3",,"4","1","1","SMOOTH AND EASY.","3",,
"1,268","106","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","5","4","4","5","5","5","5","4","4","4","7",,,"0","0","0","0",,"0","0","1",,"0",,
"1,269","107","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","3","4","4","0","4","4","4","1",,,"3","2","2","1",,"2","2","1","IT WAS FAST.","3",,
"1,270","108","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","3","3","4","3","3","4","0","4","2","4","3","1",,,"4","2","2","1",,"2","2","1","COULD IMPROVE IN CLEANLINESS, AS WELL AS A WARMER WELCOME FROM SCREENING STAFF.","9","6",
"1,271","109","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","3","4","5","4","4","4","4","4","5","1","2",,"5","2","2","1",,"2","2","1","THEY WERE DOING THEIR JOB.","2",,
"1,272","110","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","1","4","4","2","3","6","3","3","3","3","1",,,"4","2","3","1",,"2","3","1","STAFF WERE DISORGANIZED. WE WERE FORCED TO WAIT AS THEY CLOSED A LINE AND PUT OTHER PEOPLE (RUDELY) IN FRONT OF US. STAFF AFTER THE SCREENING MACHINE WERE GREAT THOUGH.","6","2",
"1,273","111","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","4","3","4","2","2","3","6","3","4","3","3","1",,,"4","2","3","1",,"2","3","1","WE GOT MOVED FROM OUR LINE TWICE (THE FIRST WAS TO A SHORTER LINE AND THEN THAT LINE CLOSED AND WE GOT MOVED TO THE LONGEST LINE). IF WE HADN'T BEEN MOVED IT WOULD HAVE SAVED 5-10 MINUTES.","15","4",
"1,274","112","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","5","4","3","5","3","6","3","3","3","3","2",,,"4","2","1","3",,"5","2","1","NO PLASTIC TRAY WAS AVAILABLE FOR MY HANDBAG. I HAD TO PLACE IT DIRECTLY ON CONVEYER BELT. NO STAFF SPOKE TO ME.","18","6",
"1,275","113","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","3","3","4","4","2","3","6","3","4","4","4","1",,,"5","1","1","3",,"4","1","1",,"0",,
"1,276","114","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","2",,,"4","1","3","3",,"3","2","1",,"0",,
"1,277","115","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","3","3","3","3","3","3","3","3","4","3","4","4","2","4",,"4","1","5","3",,"4","2","1",,"0",,
"1,278","116","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","4","4","4","3","3","4","4","4","1",,,"5","2","1","4","UNITED KINGDOM","2","1","1","MORE SPACE FOR PACKING/REPACKING.","5",,
"1,279","117","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","4","5","5","7",,,"0","0","0","0",,"0","0","1","NO LONG LINES.","3",,
"1,280","118","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","4","6","4","2","4","4","2",,,"5","2","3","1",,"2","2","1","SOMEONE'S UNDERWEAR WAS ON THE GROUND NEAR THE TRASH CAN. OTHERWISE, TSA PRE-CHECK WAS GREAT.","9","3",
"1,281","119","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","4","5","4","4","5","5","5","4","4","4","1",,,"5","2","2","1",,"2","2","1",,"0",,
"1,282","120","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","4","4","3","3","4","4","2","4","0","4","7",,,"0","0","0","0",,"0","0","1",,"0",,
"1,283","121","3V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","3","1",,"0","0","1","EASE OF USE.","3",,
"1,284","122","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","4","5","5","5","5","5","5","1",,,"5","2","1","3",,"4","2","1","OVERALL THE EXPERIENCE WAS EXCELLENT.","1",,
"1,285","123","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","5","5","5","5","4","4","4","4","4","5","4","4","1",,,"5","2","1","3",,"4","1","1","THOUGHT IT WAS PRETTY BASIC AND SIMILAR TO OTHERS.","16",,
"1,286","124","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","5","5","5","5","6","4","5","5","5","2",,,"5","1","2","3",,"4","1","1","THE TSA AGENTS WERE VERY HELPFUL AND PROFESSIONAL.","2",,
"1,287","125","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","3","4","5","5","6","4","4","4","5","2",,,"5","1","3","3",,"2","1","1","FAST, MINIMAL BURDEN (TSA PRECHECK).","3","20",
"1,288","126","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","2",,,"5","1","4","1",,"3","2","1","NO DOGS TODAY, SO TSA PRE-CHECK WAS OPEN. THE PROCESS WAS FAST.","20",,
"1,289","127","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","6","4","5","4","5","2",,,"5","1","1","3",,"3","2","1","ALL STAFF WERE PROFESSIONAL.","2",,
"1,290","128","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","1",,,"5","2","1","3",,"2","1","1","FRIENDLY TSA WORKERS AT CHECKPOINT.","2",,
"1,291","129","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","4","5","5","5","5","5","6","4","5","4","5","1",,,"5","2","1","3",,"2","2","1","FRIENDLY STAFF.","2",,
"1,292","130","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","5","3","3","6","6","3","5","3","4","7",,,"0","0","0","0",,"0","0","1","THERE WAS NO ROOM TO LINE UP AFTER PASSING THE SCREENING STAFF. NO ROOM FOR SECURITY LINE! NOT ENOUGH SEATING CLOSE BY TO REPACK.","5",,
"1,293","131","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","3","4","3","3","5","5","5","5","6","5","4","3","3","1",,,"5","1","2","3",,"4","1","1","BETTER THAN SOME, NOT AS GOOD AS OTHERS. BAD: ORLANDO, NEWARK, BOSTON. GOOD: RALEIGH, MINNEAPOLIS.","16",,
"1,294","132","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","4","4","4","4","4","4","4","2","2","2","3","3",,,"5","1","1","3",,"4","1","1",,"0",,
"1,295","133","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","4","4","3","3","1","2","2","3","6","3","3","2","2","7",,,"0","0","0","0",,"0","0","1","THERE WERE MULTIPLE LINES AND WASN'T CLEAR AS TO WHERE TO GO. THE WAIT TIME FOR ID CHECK WAS LONG.","7","8",
"1,296","134","4V","D","MON","2019 Sep 30 12:00:00 AM","1","1","5","5","5","5","6","4","4","6","6","4","3","4","4","7",,,"0","0","0","0",,"0","0","1","THE STAFF WERE ALL VERY NICE, AND IT TOOK VERY LITTLE TIME TO GET THROUGH THE CHECKPOINT. HOWEVER, THE FLOOR LOOKED AS IF IT HAD NOT BEEN CLEANED IN AWHILE.","2","9",
